_id,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
207,716901,101-0293761,התחברות עירונית - קירוי בגין,תנאי סף,רשות מקומית,3000,ירושלים,21/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099nvY4WCIM12xAOC4jy%2B2RvEFk2knBA9CEAoEZQVABYNSzn2RnfMESSzGkeYcX2HTcjiIjkqGyV9diw8EpUw%2BGXPl%2B2ZsGei54%3D,1846
208,2890901,תמל/1009,רכס לבן,תנאי סף,משרד הבינוי והשיכון,780,אורה,14/07/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W0993k6jNukg9I%2F%2BodfLaF2R8N%2F%2FAXZK7rcf9Qf92U7lke4hbKdqXib8AxK8jzFvyW3VDwChZ4LpmKG74oUnnOm3u7%2FrD12hGvGQ%3D,5000
209,88601,101-0261289,המגרסה- מבשרת ציון,תוקף,"רמ""י",1015,מבשרת ציון,02/06/2015,10/04/2016,20/09/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015036,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098imlIvypGovu1QOduezAFZ6KC8MFYw8R9J79rg4dfHzXz%2B3HNnfOywOYNj9l2b2waHlZ%2B5mxge4PAACVLz7%2FSSFggaoMTE1Zk%3D,523
210,707901,101-0252379,"תוספת יח""ד, שטחי מסחר, מבנה לצרכי ציבור ושטח ציבורי פתוח בצומת פת",תנאי סף,רשות מקומית,3000,ירושלים,20/08/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098zwLDYYVLDTDuD%2BE6WX0u1Wpg7Ls3n7nM6aC0I553T4PiC2VNklJIZG9sezp1GTL8cOjk5ZY2lV3ioxl7IiHJS%2BWIiZepyd8o%3D,295
211,88501,101-0250563,"מתחם משתלת חוות הנוער הציוני- שכונת קטמון, ירושלים",תוקף,"רמ""י",3000,ירושלים,29/02/2016,09/08/2016,21/02/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015196,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2B13SRspkGh3UKfVan9ZyI96Z31wB7Kdj64mRNGL9St%2Bt%2Fa2RopV4bgwtvKk65EmHfy9xhNtn%2FdDNN3NXPkeY7qw0Gc0lVyp8g%3D,207
212,410701,101-0195875,"מתחם בי'ח שערי צדק הישן,יצירת מרקם עירוני הכולל שימושים מעורבים",תוקף,"רמ""י",3000,ירושלים,28/10/2015,29/11/2016,03/07/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015265,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098NUynHMjHv4Z3ongCsNVSi%2BrK%2FBVvWcKH4gc5G7vFEh9YuxpLjhzztOb1L32eb5hOJSfGsstnqAwVvx3xxPOUAVss69BcZjIM%3D,240
213,2891301,102-0122945,שכונת מגורים - משקפיים דרום,תוקף,משרד הבינוי והשיכון,2610,בית שמש,31/12/2014,02/05/2016,29/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015057,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099S0jfu%2BYivCT5Vqw3c4GJ5So0%2BjzarHNWD6n6Ivq5%2FPiAYKePN85c7Y%2BzxHS1wWfxh2O%2Bh7K3SYl7PhTH4IHS%2FhWbfyAitfwE%3D,40
214,57403,152-0103655,"""החוצבים""-תכנון הדופן המזרחית של ציר החוצבים",תוקף,"רמ""י",1015,מבשרת ציון,24/04/2013,16/09/2013,24/04/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013857,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W0981lLC2OqAE1DeZ6TCYA1z5phsuExfCj7hy86ac7Wawpop8TrpnJrFEtyRGbZfHt1JBKe7P0jfbREiqzu6Oe7n0KMJJYNPDZ4w%3D,25
215,2891701,102-0082552,בית שמש ד-4,תוקף,משרד הבינוי והשיכון,2610,בית שמש,03/02/2013,13/11/2013,04/01/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013949,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FGD4ahl%2FLU686J%2FcPFBPbPBqLp2lPgaR72pzv4dosqaM33uYuq8UWr%2BENYT9uBzK21%2FiAsCaegynwOkmDbNfGfZMwQxaHU9Ds%3D,359
216,721301,102-0081398,בית שמש - תוכנית בינוי פינוי מתחם ביאליק,תוקף,רשות מקומית,2610,בית שמש,04/06/2013,14/12/2014,18/01/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014365,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099q3OiYsIMyPfk13OA2GDGdlMgz%2BA74zq2%2B8xCdSQnFXAGL5T2K%2Fcqh77BaI2uwfJOFJJQbKzMjl%2FEy%2FwDEbifsTO56pAgqIgA%3D,467
217,2891401,102-0074732,רמת בית שמש - ד-1,תוקף,משרד הבינוי והשיכון,2610,בית שמש,18/06/2013,14/07/2014,08/06/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014196,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098%2Buv%2B5XQOjL7XbE0dfxqSQfcKK3ZZognGVAVKL%2F0OxpEG5z2DkTIgy4Y3PC1%2Fq%2Fa2%2FUX4002xtYotbmiziar5F%2F1QZmG5UCos%3D,310
218,2891601,102-0073593,שכונת מגורים בדרום מערב בית שמש: שכונה ד'3,תוקף,משרד הבינוי והשיכון,2610,בית שמש,26/02/2013,28/11/2013,25/01/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013968,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FoOh7avu%2BvFRVjUWBP%2FZtIaH9vEZ9OorMSSnnMK4uU3WW9nQ0i7b%2FU0OwevTYT9rgtNQa%2BZC8zQoi3W6TmdWhJTEIt5MYv%2Fuk%3D,380
219,2891501,102-0066951,בית שמש רובע ד2,תוקף,משרד הבינוי והשיכון,2610,בית שמש,01/07/2012,19/05/2013,20/12/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013404,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099UYe7hVXvyh7SedOanlh%2Fz4YXjuTbtWeY7yAA8IrZk3TkOzzARt%2F4c1PXxJXkBz1UWm8KP529mKWJFcwFTmTlORn9c3RZe7cU%3D,298
220,2892001,102-0062257,שכונה ד'5 - שכונת מגורים בדרום מערב בית שמש,תוקף,משרד הבינוי והשיכון,2610,בית שמש,11/11/2012,13/11/2013,02/03/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013950,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W0995YMF6ttD3WGCS7o1pnQ%2BNmo2S1BFi6mQuClscU0%2F8Tzq5qZy3fsAS0%2FOvGFRF%2BMswHveOw5szWvzdfVBD9YdkUixTUM7GM28%3D,1100
221,70802,102-0055277,"שכונת מגורים בדרום מזרח בית שמש: שכונה ה' (דמ""ז 1)",תוקף,"רמ""י",2610,בית שמש,31/01/2012,19/05/2013,28/06/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013390,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2BZqJeAkZh2YK1DSSlBXV8OhqY%2BefdpfWsDwB%2BR7S1MSzs%2BGSsCwUuNSsSgVZ0yD%2FF%2FE%2FutMG0vvnusd5Y%2FJbW6Det2koo3%2Bsk%3D,225
222,70702,102-0054791,"שכונת מגורים בדרום מזרח בית שמש- דמ""ז 2",תוקף,"רמ""י",2610,בית שמש,31/01/2012,19/05/2013,16/12/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1013393,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FPoVhRkIMC0Gczq%2FGdWhQcKFF8EfG3hrTakFyOC3DDn2Kgoo0kRyB2y2v3%2FsJmfTpzlAh1nqIHPuwqVpnBSrUbhEkytShkDe8%3D,3271
223,66102,151-0053751,מורדות ארנונה,תוקף,"רמ""י",127,רמת רחל,01/09/2013,03/08/2014,02/05/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014225,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FDoKffxY6v6Q%2Bq3znS1wexdNqNIO1%2FpW7lyuzDMK6R%2FvvivAE2w8%2BTv35%2FY5yDD426DicIdwIhSFnHtIV7BbQLyxdiZbdI8i0%3D,1794
224,101,ש/1028,ציפוף במערב -מתחם החשמונאים,תוקף,"רמ""י",7800,פרדס חנה כרכור,02/03/2004,16/11/2003,27/03/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3005473,,54
225,301,ג/12877,אינפילים -כפרי,תוקף,"רמ""י",9100,נהריה,08/05/2002,22/03/2007,29/06/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3006205,,351
226,401,ג/12550,אינפילים-עירוני,תוקף,"רמ""י",9100,נהריה,-,10/07/2003,30/11/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3005162,,17
227,501,ענ/597,הרחבה,תוקף,"רמ""י",1327,מעלה עירון,-,07/07/2005,18/08/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3006056,,62
228,2401,222/03/2,שחמון 2,תוקף,"רמ""י",2600,אילת,21/06/2004,27/03/2006,28/08/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005402,,30
229,2701,146/03/25,השחר (מזרח),תוקף,"רמ""י",2200,דימונה,09/12/2004,28/02/2008,04/12/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005842,,893
230,5401,ק/3300,מזרח ג'לג'וליה,תוקף,"רמ""י",627,גלגוליה,06/11/2001,20/08/2014,11/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4022783,,198
231,6201,יד/3/2009,מתחם אברבנאל,תוקף,"רמ""י",9400,יהוד-מונוסון,16/03/1998,19/03/2006,08/07/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4018127,,261
232,6401,ג/12938,שבט מזאריב ועיאדת,תוקף,"רמ""י",975,זרזיר,-,01/08/2004,18/05/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2004893,,220
233,8501,33/303/02/7,מתחם ה',תוקף,"רמ""י",1031,שדרות,30/12/2004,19/03/2009,22/10/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006097,,323
234,8602,33/101/02/21,מתחם ו',תוקף,"רמ""י",1031,שדרות,16/11/2010,10/04/2011,15/02/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006607,,12
235,9901,ג/13551,מחצבת הר הקפיצה,תוקף,"רמ""י",7300,"נצרת, נצרת עלית",-,30/01/2007,04/09/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007825,,359
236,13801,מח/254,הרחבה,תוקף,"רמ""י",1224,כוכב יאיר,22/12/2004,05/02/2008,21/10/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4018281,,33
237,14101,תא/מק/3329,שכ' עזרא,תוקף,"רמ""י",5000,תל אביב יפו,12/03/2003,25/12/2005,15/04/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5006688,,26
238,14502,ג/16266,הרחבה קהילתית (קבוץ מתחדש),תוקף,"רמ""י",1213,צבעון,04/04/2006,20/02/2008,25/08/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2008348,,135
239,14901,חפ/2162,סטלה מאריס,תוקף,"רמ""י",4000,חיפה,07/08/2002,26/06/2008,22/12/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3006679,,138
240,17401,3/130/03/24,שכ' ראשונים,תוקף,"רמ""י",2560,ערד,11/10/2004,05/01/2006,09/08/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005388,,360
241,18201,ג/14494,שכ' מגורים דרומית,תוקף,"רמ""י",499,יפיע,18/01/2004,25/09/2008,10/04/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009252,,209
242,18501,41/101/02/9,רובע החורש,תוקף,"רמ""י",2630,קרית גת,-,14/06/2007,03/09/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1010671,,112
243,21103,טה/מק/1/15200,מתחם האצטדיון,תוקף,"רמ""י",6700,טבריה,17/09/2007,05/11/2013,17/09/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2012858,,138
244,21501,ג/10326,בית א-זעאתר,תוקף,"רמ""י",531,עראבה,-,18/03/2003,02/02/2004,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2050401,,60
245,22201,17/110/03/2,שכ' המאפיה,תוקף,"רמ""י",2600,אילת,27/07/2003,12/12/2007,24/04/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006845,,6
246,25201,ג/14295,"מתחם ""פארק הזהב"" ומתחם השוק",תוקף,"רמ""י",2800,קרית שמונה,-,20/12/2005,02/04/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2007616,,5
247,25601,ג/18513,הר הצפיה,תוקף,"רמ""י",43,מטולה,11/10/2009,10/04/2011,14/06/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009875,,81
248,25801,ג/19794,אדמית,תוקף,"רמ""י",812,שלומי,18/08/2011,03/07/2012,30/12/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2010183,,339
249,59802,625-0168047,מצפון לרהט-שבט אזיידנה,תנאי סף,"רמ""י",1161,רהט,07/09/2014,-,-,,,1287
250,71401,507-0205187,צפון פארק דרום,תנאי סף,"רמ""י",5000,תל אביב יפו,01/09/2016,-,-,,,361
251,78201,205-0201392,לוטם-הרחבה,תנאי סף,"רמ""י",9956,מ.א. משגב,29/07/2014,-,-,,,108
252,79601,507-0147900,דרום מערב המשתלה,תנאי סף,"רמ""י",5000,תל אביב יפו,01/02/2015,-,-,,,44
253,79901,209-0288605,כפר חנניה- הרחבה,תנאי סף,"רמ""י",9902,מ.א. מרום גליל,23/03/2015,-,-,,,140
254,91301,502-0434944,מגדלי מנחם בגין,תנאי סף,"רמ""י",6200,בת ים,28/09/2017,-,-,,,890
255,93001,,סאלמה - רה תכנון,תנאי סף,"רמ""י",1245,סלמה,-,-,-,,,30
256,95903,,רהט דרום-מתחמים 9-10-12-13-14,תנאי סף,"רמ""י",1161,רהט,25/06/2017,-,-,,,1266
257,95904,,רהט דרום-מתחמים 9-10-12-13-14,תנאי סף,"רמ""י",1161,רהט,25/06/2017,-,-,,,2254
258,98101,,מערב רמת השרון מתחם 5,תנאי סף,"רמ""י",2650,רמת השרון,-,-,-,,,1550
259,100904,352-0424986,קרית ים - אינפילים,תנאי סף,"רמ""י",9600,קרית ים,26/01/2017,-,-,,,252
260,102002,602-0367839,"אילת - מע""ר מיוחד",תנאי סף,"רמ""י",2600,אילת,01/09/2017,-,-,,,1205
261,124601,602-0514125,אילת שדה תעופה מרכז,תנאי סף,"רמ""י",2600,אילת,01/09/2017,-,-,,,1006
262,406901,חפ/2172,עין דור,תנאי סף,"רמ""י",4000,חיפה,-,-,-,,,120
263,729601,255-0407866,"מעלות תרשיחא, שכונה דרום מערבית",תנאי סף,משרד הבינוי והשיכון,1063,מעלות תרשיחא,-,-,-,,,1600
264,736401,,קרית החינוך תל השומר (רג/1541א'),תנאי סף,רשות מקומית,8600,רמת גן,-,-,-,,,730
265,807501,706/03/28,תראבין ד'3,תנאי סף,לא נרשם,970,תראבין-א-צאנע,-,-,-,,,120
266,2504201,רג/1236,שכ' עמידר-מתחם צפוני,תנאי סף,"רמ""י",8600,רמת גן,-,-,-,,,1072
267,2508002,קא/300,פרדס חסכון,תנאי סף,רשות מקומית,2620,קרית אונו,-,-,-,,,730
268,2810201,מ/196/א/במ,ישוב קיים,תנאי סף,משרד הבינוי והשיכון,1243,קציר,-,-,-,,,600
269,2815102,,תכנית מתאר מקומית,תנאי סף,משרד הבינוי והשיכון,546,עין אל אסד,-,-,-,,,7
270,2815901,עד/102/א,חיילים מ,תנאי סף,משרד הבינוי והשיכון,534,עספיא,-,-,-,,,14
271,2846601,251-0450940,כפר סולם - שכונה דרומית,תנאי סף,משרד הבינוי והשיכון,526,סולם,-,-,-,,,404
272,2857601,257-0264168,שכונה מערבית,תנאי סף,משרד הבינוי והשיכון,532,עין מאהל,-,-,-,,,550
273,2858101,ג/21120,הרחבה מזרחית,תנאי סף,משרד הבינוי והשיכון,492,דיר חנא,-,-,-,,,245
274,2864801,(תמל/1066),רכסים הפרסה,תנאי סף,משרד הבינוי והשיכון,922,רכסים,01/12/2017,-,-,,,1890
275,2888301,151-0605931,"מע""ר",תנאי סף,משרד הבינוי והשיכון,1113,צור הדסה,-,-,-,,,900
276,2890201,212-0360818,מורדות מזרחיים - רה תכנון,תנאי סף,משרד הבינוי והשיכון,1061,נצרת עלית,-,-,-,,,100
277,2892401,ר-519-287-02,שכונה מערבית,תנאי סף,משרד הבינוי והשיכון,541,גסר א זרקא,-,-,-,,,99
278,2892701,1(י),מתחם 1(ג)32,תנאי סף,משרד הבינוי והשיכון,1247,חריש,01/07/2017,-,-,,,600
279,2897701,,עין נקובא - מתחם 2,תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,-,-,-,,,150
280,2898501,,אבו גוש - מתחם מזרחי,תנאי סף,משרד הבינוי והשיכון,472,אבו גוש,-,-,-,,,312
281,27001,17/101/02/15/א,מתחמים דרומיים,הפקדה,"רמ""י",1268,מיתר,08/05/2017,12/02/2018,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6051260,,816
282,27603,ג/18420,ערב אל נעים ואשחר,תוקף,"רמ""י",9956,מ.א. משגב,21/09/2009,26/06/2011,21/05/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2009821,,121
283,29401,148/02/24,שלב א'-גבעות מזרחיות,תוקף,"רמ""י",2560,ערד,15/01/2008,07/03/2010,10/04/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006431,,240
284,29801,107/02/15,חירן-שלב א',תוקף,"רמ""י",1268,מיתר,16/08/2010,25/11/2010,24/07/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006778,,647
285,30002,ג/16368,ישוב קהילתי,תוקף,"רמ""י",702,האון,01/04/2006,21/07/2008,24/04/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051366,,248
286,32401,ג/15442,שלב ג',תוקף,"רמ""י",1263,כפר הורדים,14/04/2005,16/09/2010,02/07/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051364,,1462
287,32501,ג/20566,עראבה מזרח-מתחם 10,תוקף,"רמ""י",531,עראבה,05/11/2012,19/06/2014,31/12/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2013235,,914
288,33601,רנ/265/ב,מתחם A,תוקף,"רמ""י",2640,ראש העין,18/11/2002,12/09/2011,11/09/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4019226,,88
289,33702,רנ/250/א,מתחם C,תוקף,"רמ""י",2640,ראש העין,-,05/06/2007,01/05/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4019053,,577
290,33801,127/02/22,מערב-רובע 6,תוקף,"רמ""י",246,נתיבות,19/06/2006,20/02/2008,18/08/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005816,,18
291,33903,1/140/02/9,חוות הזרע מתחם 01,תוקף,"רמ""י",2630,קרית גת,24/09/2012,20/03/2013,16/09/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050603,,3
292,34002,חכ/17/ה/א,עין כרמל,תוקף,"רמ""י",53,עתלית,12/12/2007,09/02/2012,22/07/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3050114,,91
293,34901,ממ/2050,מזרח,תוקף,"רמ""י",466,בית דגן,28/12/2004,07/11/2011,17/04/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4018979,,245
294,35101,חמ/5/76,הרחבה,הפקדה,"רמ""י",1141,מבוא מודיעים,16/02/2015,09/08/2016,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023567,,188
295,35501,עד/245,פנינת הכרמל,תוקף,"רמ""י",494,דאלית אל כרמל (עיר הכרמל),29/05/2002,29/09/2005,20/11/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3005671,,275
296,37201,5350,קוסטה ריקה,תוקף,"רמ""י",3000,ירושלים,-,21/09/2006,31/07/2008,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1010277,,32
297,37301,6576,קאונטרי רמות,תוקף,"רמ""י",3000,ירושלים,-,12/01/2006,17/06/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1010608,,82
298,37401,7977,"תלפיות
 מזרח 15",תוקף,"רמ""י",3000,ירושלים,-,07/09/2004,05/04/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050508,,182
299,37501,7984,"תלפיות 
מזרח 16",תוקף,"רמ""י",3000,ירושלים,-,07/09/2004,05/04/2005,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050510,,30
300,38501,הצ/148/1/3,צפון פרדסיה,תוקף,"רמ""י",171,פרדסיה,17/04/2008,01/11/2012,19/11/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4050045,,349
301,39201,1/251/03/17,"שכונות 12,24,25,24,11",תוקף,"רמ""י",1161,רהט,-,23/06/2008,29/08/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006403,,60
302,39202,4/380/03/17,"שכונות 12,24,25,24,11",תוקף,"רמ""י",1161,רהט,01/06/2009,08/11/2010,23/02/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006528,,17
303,39204,1/418/03/17,"שכונות 12,24,25,24,11",תוקף,"רמ""י",1161,רהט,-,12/07/2007,27/11/2007,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005705,,59
304,39724,3/310/02/20,דרך היין-חוות תיירותיות,תוקף,"רמ""י",9948,מ.א. רמת נגב,21/06/2010,29/05/2017,24/09/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009729,,2
305,40501,תא/4094,קרן הקריה,תוקף,"רמ""י",5000,תל אביב יפו,16/03/2015,27/03/2016,22/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009335,,741
306,40902,152-0138727,מחלף הראל,תוקף,"רמ""י",1015,מבשרת ציון,24/03/2014,20/11/2014,26/08/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014345,,204
307,42101,482/03/7,שלומית,תוקף,"רמ""י",9938,מ.א. אשכול,20/01/2005,29/09/2005,19/06/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005356,,423
308,50501,מ/310,הרחבה קהילתית,תוקף,"רמ""י",1128,מי עמי,25/07/2002,26/09/2011,24/10/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3050115,,38
309,50701,הל/מח/567,משבצת נוה אילן,תוקף,"רמ""י",472,אבו גוש,28/09/2008,26/09/2011,26/01/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1011572,,106
310,51002,12736,מורדות מנחת,תוקף,"רמ""י",3000,ירושלים,13/06/2010,26/01/2012,18/08/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1011858,,79
311,52101,517/03/7,שכונה 17,תוקף,"רמ""י",1303,חורה,-,26/06/2008,14/09/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006187,,277
312,52301,516/03/7,שכונה 12+16,תוקף,"רמ""י",1303,חורה,-,21/07/2008,24/05/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006080,,516
313,52501,12/248/02/7,שכונה 48,תוקף,"רמ""י",1059,כסיפה,-,08/01/2009,29/06/2009,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006108,,127
314,52802,7/129/03/6,מרכז שפירא,תוקף,"רמ""י",9934,מ.א. שפיר,07/06/2009,05/01/2012,30/06/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050602,,3
315,53801,ש/1384/חכ/156/ט,מזרח,תוקף,"רמ""י",537,פרדיס,20/04/2009,26/09/2011,07/03/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3006738,,377
316,53901,1/480/02/7,חלוצית 1,תוקף,"רמ""י",9938,מ.א. אשכול,30/01/2006,25/06/2006,12/12/2006,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6005473,,332
317,54101,תא/2975,"מתחם מע""צ",תוקף,"רמ""י",5000,תל אביב יפו,11/02/2007,04/11/2009,26/09/2011,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5007744,,52
318,55401,מכ/582/חכ/20/ד/א,החותרים,תוקף,"רמ""י",2100,טירת הכרמל,05/09/2002,24/04/2012,06/08/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3050117,,137
319,56701,ש/816/א,פרדס גן שומרון,תוקף,"רמ""י",7800,פרדס חנה כרכור,06/07/2010,07/03/2013,26/12/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3050118,,330
320,57901,504/02/7,הרחבה-מדרום מזרח,תוקף,"רמ""י",1060,לקיה,-,02/04/2008,24/04/2012,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006858,,2243
321,59102,546/03/7,הרחבת שכונה 3,תוקף,"רמ""י",1192,ערערה בנגב,28/04/2010,01/11/2012,06/06/2013,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6007150,,6
322,59201,16/220/02/7,שכונה 6,תוקף,"רמ""י",1286,שגב שלום,-,06/07/2009,07/03/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6006288,,365
323,59301,חפאג/1341,יישוב פזורת הבדואים,תוקף,"רמ""י",944,בסמת טבעון,-,13/10/2009,07/10/2010,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3006369,,90
324,59901,14/248/02/52,רחוב מרכזי-הכניסה לישוב,תוקף,"רמ""י",1059,כסיפה,20/06/2011,26/01/2015,04/08/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008733,,1082
