_id,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
152,2903001,251-0456335,תוספת שטח לפיתוח -שכונה מערבית בועיינה נוג'ידאת ג/23398,תנאי סף,משרד הבינוי והשיכון,482,בועיינה-נוג'יידאת,29/10/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakeHK5lmQWvKxZAn9tZbyApRWORFURsZyjAzbh4QcrUzWoAUDVS1bGFO6Jg2RD6nC9zZnr4gDSLhKXmhqhgO5TGskos%2B0qdHzBE%3D,60
153,89301,212-0454520,מצפור ברק-נצרת עילית,תנאי סף,"רמ""י",1061,נצרת עילית,16/05/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdnCjOBAnm5ETb0kFLaj8k5JUQz1raEAs7KPgzECCHfivUGrdIDnX0fRDlpllk8VgvcNKZ9CS%2BLTIatgdc0TImzEhJgDC2a66Q%3D,185
154,2861701,299-0446278,שכונה מערבית לחיילים משוחררים בית ג'אן,תנאי סף,משרד הבינוי והשיכון,480,בית ג'ן,15/03/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcayasoRJpKCIBaEZNOOg5O83mUHy7oCAFd8XbvTQdevgFTQQpQbWpQtiiokq61XD5f0hleQZxqlq6KiKaya1AZDK4OMxsZhYM%3D,310
155,100401,254-0435024,זרזיר שכונה צפונית,תנאי סף,"רמ""י",975,זרזיר,15/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdAQeJABx9k7Pnwk1eYwRElSGM8qXS%2B6Hrq8eZz6t%2BIUQ9uNZ7mPwUp9MUO3JAXPmCN8sg%2FtdQPAOiwl2bkhUBFo2GnnsldW1M%3D,478
156,83001,205-0432377,מורשת - הרחבה,הפקדה,"רמ""י",1178,מורשת,05/03/2017,23/01/2018,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051730,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdHbgIaWaPu4jjYSnX6zRi7yXjh%2BEXGWSOC94h%2Fj1%2BRc57gBMDTqNbPJ8ccUKoEyoOLi5IyipbcfSYUVpZQgpN6%2FCg28Dw67qg%3D,55
157,100101,215-0426858,שכונת נוף הכפר - ג/23016,תוקף,"רמ""י",7700,עפולה,02/01/2017,16/10/2017,15/02/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051505,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdPbfTxBihCsUKKFCmSaf%2BfU3lhXhKpABFJLO%2FdUBraF5Hd%2FM1Snj732mNje7yzDFP1ybXfhNRRf4T5S13dGWoxkzIFxCwvPug%3D,238
158,90301,261-0418681,כפר מנדא שכונה צפונית,תוקף,"רמ""י",510,כפר מנדא,05/10/2016,05/06/2017,15/11/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2015132,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakflU%2BvivCxJXr1xV%2FChys6zM2ncTw69f923B4Oi%2Fjy2oaS%2FNusnIzH0m6Am1H7vSzJ9aL6hepbMVZwWWMlu6PC3ytlkF7H6XlI%3D,330
159,94401,תמל/1029,אכסאל- שכונה מערבית,תנאי סף,"רמ""י",478,אכסאל,30/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakf2gsgGzLmGngHbjrKBWOQHgvB6o7U%2FHMDIM14ikjThyofA41sn4CMvf2EhlF7r2FBPH%2BOtitJhFeJt4%2BvMhcobBe3FUEOB2Lg%3D,608
160,93101,205-0416610,"מצפה אבי""ב- תכנית מפורטת לישוב",תנאי סף,"רמ""י",1222,"מצפה אבי""ב",15/10/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakd77x08Tl20UIEM14xc%2Fc14%2Baenp8QkJc5C8%2B7pLWD%2FMoU77tZ8Y8hsJ1u8oyvcnPZzMcIHEBq3r68W2DxAAgadZ2XFdTu2qic%3D,300
161,2890301,212-0409292,נצרת עילית-מגורים רחוב רימון,תוקף,משרד הבינוי והשיכון,1061,נצרת עילית,22/05/2016,19/07/2017,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2015173,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdXLYglUu%2B4i7DCK7FHdVIRN%2FBiDxVfSe3JVQJ9TlfjNRTo881oBqhDztlYNqRdH0IuXQ9nlfrqpJTBOIOGMJwisdYP4AUlQJc%3D,92
162,100201,202-0404715,מלכישוע- תכנון מפורט,הפקדה,"רמ""י",1154,מלכישוע,11/01/2017,27/12/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051659,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakeNSD7MjRthsI2GvvLLbjUVvRpCsMXIjhq9vSWeV8ChEMpU0K9EslVE9T7KbCgm2Po2C3TDAlpRHluUuJdFNZVl786fssMUMDY%3D,264
163,97801,תמל/1036,שפרעם מזרח - מתחמי תעסוקה ומגורים,הפקדה,"רמ""י",8800,שפרעם,21/01/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2020013,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakeWOs%2FjH08uqaZsH3fQ4jn%2BiX3IbRrB52cAJ78AQJSIfQAqztM7bTnAzsAtwK%2FtpdPHnk%2Fh1Wyjs1z8KR7LXvFd1No5GGXV3rU%3D,1625
164,718301,222-0388892,"שינוי ייעוד לאיזור מגורים מיוחד-מתחם לכפר גמלאים, יקנעם עילית",תוקף,רשות מקומית,240,יקנעם עילית,09/05/2016,14/03/2017,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014993,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakc6StL4JD36OyPgiksEjtObQ7LpnBN90kOt5RdMPbeL%2BDtFEtPI38xq1RxSNIIcm92tQrvX%2BmPoJFH1CT96a7%2BsxI5cru6bzKY%3D,13
165,113501,209-0384024,תכנית מתאר מפורטת לישוב קדיתא,הפקדה,"רמ""י",9902,מ.א. מרום גליל,02/06/2016,09/08/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051406,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcE66R22t9eQGh0PJNrH30JaKvwOI3Sej9qO1PB6T7F4ufiQsTCXjKlnu3CGvvrYJoekd1lmVWrCQN%2B4l2PEDOewCW4AA3LENk%3D,150
166,2849001,254-0383091,שכ' מגורים דרומית - כעביה -ג/22747,תוקף,משרד הבינוי והשיכון,978,כעביה טבאש-חג'אג',07/09/2016,22/08/2017,27/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051429,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdD%2F21K1GQyBwPGauIWRgpm%2B7eGNRFdV%2BXWoIihd7Ebe%2Fp7UPKWwRBz3sRGB7njfrndgKPkcVUo%2F6bQPARXhUF2RotVYNRXOro%3D,84
167,88302,216-0361287,צפת-מתחם 8,תנאי סף,"רמ""י",8000,צפת,17/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakenYikV%2BD65JcR6kjSBG6J9JVJqLjV5mVRXx8p9JI%2BkPfKuVJ8nsDiD7w41y%2BeIMM00gYXrpL42WWaJyvm4%2BcLo6SDWf3J%2BaVY%3D,1100
168,90702,תמל/1026,עילוט- שכונה דרום מזרחית,תוקף,"רמ""י",511,עילוט,07/11/2016,-,04/07/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014910,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakfatcKKQ7d9o1rb%2BmnBh9TomkRxzJZ524qJNbKStxXHCC9aa1KFlbYsRolDSn6JHEjo7QnOr7S0Ykg%2BENhyoC4NjCK8a3tt2kI%3D,337
169,2237101,207-0351742,ג/22526 טבריה המושבה,תוקף,משרד הבינוי והשיכון,6700,טבריה,17/02/2016,29/05/2017,15/11/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2015115,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakfrn0fKOpODunJVBFo4Ygep%2B3qVMHat4cK3JWfnTMa4rtqhsBwz5uVwYRUb8THe%2FtkLv2nolrzUj%2B3NXcJEsbswemU%2FMpMb6mk%3D,1036
170,701301,206-0350348,"ג/23324, אילניה - הרחבה",תנאי סף,רשות מקומית,49,אילניה,08/11/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakeFLPdEKt1IqdTOY%2BwcCDxFTgNnAxY22URMyXIZdPTNeY0e1bSUseTWvsMaTB8iCaIfEy7axkhzM1CKmhIWyd3Bxvrt7jzwenU%3D,163
171,2857901,257-0339192,שכונה מזרחית- כפר כנא,תנאי סף,משרד הבינוי והשיכון,509,כפר כנא,15/12/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdkQ5y%2BTDbqQtNVZ2zdRbgn3XP%2F5cdNekpZ1dpWlUh8swiDNZiyV4Ybce7%2FYEee1kOrjZTgj70gO5uyngToOK1Y7Eh5L1LGM4A%3D,530
172,2808701,254-0338509,כפר החורש,תנאי סף,משרד הבינוי והשיכון,192,כפר החורש,25/08/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdvZHbcVwmVibgZuHkkh9N%2Bct0Jg84OKLvZtvuQY1hvbdJiMGLvHQh9NPsqylk20jToGGa5GR98ZzJIebQ9zg4gd85Luqfb%2BdE%3D,650
173,92401,תמל/1033,טמרה- שכונה מזרחית,תוקף,"רמ""י",8900,תמרה,31/03/2016,-,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014730,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakc9ll5rjI0f9WyLndjI536o5780NxhErB%2B%2F6Wcdbj6MzEulMtuPXZh%2Blr0czDu4%2FtkfoiltlKQziVVWE5aUvitAaa394DTk84Q%3D,1835
174,2803902,203-0334888,בית שאן - שכונה מזרחית,תוקף,משרד הבינוי והשיכון,383,"עין הנצי""ב",08/02/2016,15/11/2016,18/04/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014768,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakflDugfvhQGl8%2FcldpKvep0DJB1cpzdv96nFcVZhNymkkDrab%2FJW9bIzv2txurXCD%2B%2FLFuCikyF%2BY2LHb1lBgAJy2eP1HpZO%2Fw%3D,1308
175,92801,204-0327395,נורית- הרחבה ג/22491,הפקדה,"רמ""י",833,נורית,17/03/2016,26/06/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2015165,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakfp080YQIr7ODuWxmDPsf9hl%2Fy9vioFQU1vhrchTbmrgjtCF7pc%2B3nuyNSvw%2FVp1qdbD0%2FCgea5bJdXLbeyEtnx9I8Zryneo0Y%3D,228
176,780401,262-0323600,עראבה - מתחם 10: איחוד וחלוקה,תנאי סף,רשות מקומית,531,עראבה,-,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcBa33WzsOtZ1ImJG4pxM5xJg5IgJI%2BAMqq7opCq2U4PhjvFRp2DuecySuBcm2PTQ3xH2ibfjdWXAN%2BtUI4MEWvmnPUNPZW6uc%3D,1137
177,94101,תמל/1021,עפולה -מול העמק,תוקף,"רמ""י",7700,עפולה,03/04/2016,-,07/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014558,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcfA%2FHUF7p9ISMlUjx8kiRKnTK7WCJ8oApcAAsXWz4wbmedHE6OACWu0Fc29dvC2p18tr%2FKwUd8RzvI6CZdpNSOAXDPoT%2B7oEo%3D,479
178,94801,תמל/1035,"קצרין - רובע 13 תמ""ל/1035",תוקף,"רמ""י",4100,קצרין,26/07/2016,-,15/05/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014760,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFake%2BqLFw0Fo7mJ3iI4JrGPHnVJyizp6v56wgaMjeycUw5U8HCq98Tz5efD5nWr8rXrmJGICUntZS2oTVIz%2FgDhlSTND5atTGsfk%3D,1744
179,2899701,222-0296921,יקנעם- שער הגיא מערב,תוקף,משרד הבינוי והשיכון,240,יקנעם עלית,-,27/11/2016,12/06/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014750,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakd8KVRqOXKh8r4TNGbvpggFLJWb3XklOpDkrYqTTjUr0TLIISrgpOund8r0zu2rRjChHdX2%2BUN%2Fk665wRoS7awMuW5Luk%2Fleek%3D,78
180,60101,תמל/1013,"נהריה, מתחם ב'",תוקף,"רמ""י",9100,נהריה,14/12/2015,-,22/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3009000,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakffCoufgDNnauY9FHnzFS6rArd%2FI3vptVi3OX8V2vCSyX%2F9zGxJpnYQpH%2BnaUVJXpP5Ks9%2BzCyzvFmCuz6QQQ58tJ7E72sZ%2BHs%3D,240
181,2900901,תמל/1031,שכונה צפונית מזרעה,תוקף,משרד הבינוי והשיכון,517,מזרעה,04/07/2016,-,13/02/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014678,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakfJXidEkAj1Q5vPDiOreBlsNrNeUGygNLegYDOEutCiUEr5hnZO4CYWTYGFiI2zTuXHR%2BTDfsIwo0VsJ%2B3wlnzS%2FfmZLvdwV%2Bs%3D,432
182,2858601,263-0260489,כאבול - שכונת צפון מערבית - ג/22109,תנאי סף,משרד הבינוי והשיכון,504,כאבול,09/07/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakclBza3M0HmWqOEjQn%2FNwougBDZ34q7nuvgSTwb5X5o7VVrVkcpy3L3EGIfMoZW0o3KdJhiNoCCRujLlQQ8zwMQgX9fKCdtpNs%3D,574
183,87301,251-0252221,ג/21940 שכונה בין בועיינה לנוג'ידאת,תוקף,"רמ""י",482,בועיינה-נוג'יידאת,25/11/2014,24/09/2015,12/01/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014005,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcZjKZAfp3w%2Bc%2FrqoJsH%2BDgzxajTTo%2F%2Fdz%2Fk8%2Ff17OH4C7kMxoUSe7E%2Fc%2F6hrR5wpJsMb%2BKWcIzhmGagsB3fBZa2HphwwHQQfU%3D,247
184,89002,262-0250167,22667/ג סח'נין - חלקה 51,תנאי סף,"רמ""י",7500,סח'נין,30/10/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcxcy0w5R5Qe6Frf8fBdEbzVLtxcyatVRGuxONHhqO0m7z%2B2ZL4H%2F3LoHWLYsOADGU6085eow2X9qGRECXM0akpYJPZoFdEzTI%3D,43
185,74002,211-0240150,שכונת מגורים בנצרת - מתחם 12 - מתחם צפוני ג/21365,תנאי סף,"רמ""י",7300,נצרת,01/02/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakfqocIk2w9GgulR7bymL27vcTGCeSMFlJWnxSFnhVqhUXhzq8KB2Yi28NdvvFFQOqIMlq9DpbcTNBwVKr2uhfstejoLHYD8UW0%3D,270
186,74003,211-0238683,שכונת מגורים בנצרת - מתחם 12 - מתחם דרומי (ג/21890),הפקדה,"רמ""י",7300,נצרת,26/10/2014,20/12/2015,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014154,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdJ1WQaNuJW%2BN0i3%2F%2BazAJ9KRRHvCMr7kDilSAvaPjbGAiwMNdusA0Mg48fv6PUiA4qcFm3OaIx5n36AXaN7Vj1bnfpEc7BO64%3D,580
187,2896501,251-0236539,ג/21832 אום אל גאנם  שכונת מגדל המים,הפקדה,משרד הבינוי והשיכון,913,שבלי אום אל גנם,16/11/2014,09/08/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051397,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakcU84uI2YErq2CjV3KQNfyUzfpTj%2FDSU9Y9akg1Sp1uJeO5Lb%2F8Lr5lns44NK0DgaZG6tqTio%2BaaucpyMpcnPEc84%2Fb04%2FYEW0%3D,24
188,89802,210-0232595,אגודה חקלאית נהריה-תוספת 16 מגרשים,תוקף,"רמ""י",9100,נהריה,01/07/2015,20/12/2015,03/05/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=3008875,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakeUbFTM6Z3oNpRgPqQr5LSQPZI%2FG5wbpBg6WFgqhhXJwQVph4%2B4goVl4TVhYxf7Xw%2B8gAONYrfHK6SeI0pY3nEB18A60%2FICESY%3D,4
189,89004,205-0215822,"הסדרת מגרשי מגורים בטל אל, משגב",תנאי סף,"רמ""י",1181,טל-אל,30/11/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakdmluqCfB0VRGk2Ul3yoexiQUViJq7kb0oP3Em9%2BTxfRCel%2FB60U5XM%2FQrFsCq3O6WZ5q8c1Na2D2Mu4poGIHXcQb27j6JpHxA%3D,5
190,83101,205-0145425,שורשים - הרחבה,תוקף,"רמ""י",1235,שורשים,15/01/2015,28/01/2016,15/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014254,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakc49I5FRbj2C8G2UGVwcc4SsFR%2BcXAOCArK3B80dQLlqu%2F4aVVzfyGFjzTZVun5RccVPfQM1QtkNUzSFgcaAt2OtZvrFX0T6IQ%3D,158
191,2855801,254-0145342,ג/22266-כעביה טבאש- חג'אג'רה,תוקף,משרד הבינוי והשיכון,977,חג'אג'רה,15/11/2015,31/01/2017,17/07/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2014903,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=4QucDVMFakc49I5FRbj2C3Dy%2By0%2FyeYxGrcKrMEJ66RyzOpfm5JtN4%2BhdrIhV%2FhTPyUBAgnplI7xMFcUSmLEal0S4QgYw4dLrcw2lOpLgz0%3D,124
192,105301,101-0483354,"מגורים, ספורט ונופש בשכונת רמות אלון, ירושלים",תנאי סף,"רמ""י",3000,ירושלים,22/06/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099CGDqfGuu3FYAlzPlvAs2jPDUUpeWJVSnH%2FmjfTDAKfXQwlhnl52gcPVpxWVf5RJnjoIZj9wfGiGoHZ9rfTfKNl%2B1CAXdE%2B7E%3D,250
193,104101,152-0438994,"שכונת הגולף, מבשרת ציון",תנאי סף,"רמ""י",1015,מבשרת ציון,07/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W099ob0K5NoMOzdwT1yNiBJaaXeB7rcIchw6jjzfN8rxT4Hnst9J9d8GVJJVJ6lrIadpXsJdUAKJRolJJ%2BB%2FT5%2FPlzAFMgxKWS2A%3D,250
194,2842701,151-0434282,שכונה ב-2 בצור הדסה,תנאי סף,משרד הבינוי והשיכון,1113,צור הדסה,15/06/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FQqi5TC6JP59QIFsKVohqGtP4PmP%2F7ON5fxF7ueofC4Hed2hXDIXtcVxWA6Gl8UKS18twPA7qLJhpAcoJtzOJP974Sq79CBXY%3D,541
195,2898702,תמל/1065,אבו גוש - רובע מערבי,תוקף,משרד הבינוי והשיכון,472,אבו גוש,11/06/2017,-,27/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015505,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2B9LI5kpRYf1ltGBynDxDO71eEhOooj9kmye1wdVfGkAnGcL7SsRYoPPYaG%2BQe%2BIWL3ExsY4ypw0jw0GgEVf%2F%2FoSuBWQe8zkME%3D,595
196,101601,152-0413054,קרית יערים,הפקדה,"רמ""י",1137,קרית יערים,26/10/2016,09/01/2018,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1051174,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FB1lCRBLpZgLqzIEB9Bktsj%2F7OoTgXpoP2GVNZ0ZmtOWONlReOpodTnakgux%2BUaTrZ7DlLMOZGCVo8nm1nbv9MWHAj0gXa2Mk%3D,78
197,2905901,151-0405290,שכונת מבוא ביתר א' שינוי מס' 1  לתכנית מי/873,הפקדה,משרד הבינוי והשיכון,1113,צור הדסה,-,05/07/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015541,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W0981ncppDh%2B1eCKDv3xk%2FCopxWvZK5lCDMJ3q6b%2FC2taqRFiy5vbaj8JCQZnyvk3C2jm9NYpaOIouM0o2yP46GhmJ5T4nmdKBPQ%3D,1224
198,101401,101-0400812,"גילה, רחוב המרגלית",תנאי סף,"רמ""י",3000,ירושלים,21/06/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2Fcirw4ngdW1kbqTsj4Bp%2FQpjJCkDfONjQDTbmDDkv0g4hQriZuOuh32BTConr2QwdFVvjmxkQ8mxJeH5vGTi55OHAIAWKFGRw%3D,355
199,92001,152-0390674,מבשרת ציון - מורדות מערביים,הפקדה,"רמ""י",1015,מבשרת ציון,15/01/2017,28/09/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1051060,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098ZIcOA4JbVDmdeRIf2%2BbNxX3uJox9BV4FDP0Gw4D8I0re7t28RhNDsbUNFncKxTYh4OIIUV7UUVqsRjuhn2OoO7J%2Fif%2FqLYiY%3D,233
200,2901801,151-0380386,שינוי מס' 2 לתכנית מי/873 והסדרת מסדרון מתח עליון,תנאי סף,משרד הבינוי והשיכון,1113,צור הדסה,11/12/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2FTnQxeUbORzDDd9XwmweGIWXCpXtVk5Mi3vK%2F5oeKNb6z2qkD3FGGc8r3ur8CfnFa49mbsRvwobjgu8f8HK7OK%2BOh9MFWuFBM%3D,284
201,708601,102-0360032,מגורים וספורט בכניסה לעיר בית שמש,תנאי סף,רשות מקומית,2610,בית שמש,13/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W09%2BoctSX9bcqeyan2ij4Re1vb7xUYwO1AgBk6PGtzyRwHu19dRJ%2FHBrlpdPvamgPX5Jiu1RoVGqSmpuwHOX9a0LWtkcitpxqfjA%3D,250
202,2887701,101-0330530,"אינפילים פסגת זאב, מתחם 4 - מגורים, מבני ציבור ושטחים פתוחים",תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,21/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098cEVSLraDboLBmZvN00MeBraphW9IzYK3aSZxJ9oNH9OT83jx4BzeFtq8gOSeZkCl2tNyH4H5RcBu8XGUFLo0VFpJ8KDWJ2T4%3D,250
203,2887707,101-0330514,"אינפילים פסגת זאב-מתחם 2-מגורים, מוסדות ציבור ושטחים פתוחים",תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,12/01/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098cEVSLraDboNcokF4cwWPyoo22eM6eXXxZuBm2erJAEq%2FmkolLfDik9FcxcX%2FN%2Fde7eDFl178G5lnYYuz2vGiOQ8BV5ogqVzo%3D,104
204,2887705,101-0330506,אינפילים פסגת זאב-מתחם 5-מגורים ואכסניית נוער,תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,16/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098cEVSLraDboNX0ytTVrmOK9WhFLxhht8ie82%2B9VRgu7gf21VYBRdmk0u62qs2YkpBRYV7t8lfgnxc5y4EqXVpZbadOxd2QOtY%3D,130
205,2887704,101-0330498,אינפילים פסגת זאב-מתחם 6-מגורים מסחר וככר עירונית,תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,16/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W098cEVSLraDboATsGrG1rZ1anlgQ4JAKBKqEd5z9k83MPE1a3ZZB4u1Xyfwwdo%2FkiR0yXYkc%2BTfJmZB%2BDqHFE9lPUgjz3EEvT9o%3D,210
206,2887702,101-0317149,"אינפילים - פסגת זאב- מתחם 7 - רחוב צבי לבנון - שצ""פ  ודיור מוגן",תנאי סף,משרד הבינוי והשיכון,3000,ירושלים,16/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=TOpflW7W0999ju07GdualmcITOA5cCV%2BvP1DXiv38Y02o13DqqkRk%2BQwZETV8IpEJbXHjgtRU8teCgFJvrnAqmZuQfprqOZ%2BaCozOVBzPPU%3D,250
